RespondentID,StartDate,EndDate,Age,AgeGroup,Ethnic,Sex,MilitaryServiceName,MilitaryRankShortName,CountryName,CurricNumber,CurricShortName,SchoolName,Site,DegreeLevel,Q1,Q2,Q3a,Q3b,Q3c,Q4a,Q4b,Q4c,Q4d,Q4e,Q4f,Q4g,Q4h,Q4i,Q4j,Q4k,Q4l,Q4m,Q5a,Q5b,Q5c,Q6a,Q6b,Q6c,Q7a,Q7b,Q7c,Q7d,Q7e,Q8a,Q8b,Q8c,Q8d,Q8e,Q8f,Q8g,Q8h,Q9a,Q9b,Q9c,Q9d,Q10a,Q10b,Q10c,Q10d,Q10e,Q10f,Q11a,Q11b,Q11c,Q11d,Q11e,Q11f,Q11g,Q11h,Q11i,Q12a,Q12b,Q13a,Q13b,Q13c,Q13d,Q13e,Q13f,Q14a,Q14b,Q14c,Q14d,Q15a,Q15b,Q15c,Q15d,Q15e,Q16,Q17,Q18a,Q18b,Q18c,Q19a,Q19b,Q19c,Q19d,Q19e,Q19f,Q19g,Q19h,Q19i,Q19j,Q20a,Q20b,Q20c,Q20d,Q20e,Q20f,Q20g,Q20h,Q20i,Q20j,Q21,Q22a,Q22b,Q22c,Q23,Q24a,Q24b,Q24c,Q25,Q26,Q27a,Q27b,Q27c,Q27d,Q28a,Q28b,Q28c,Q28d,Q28e,Q29,Q30,Q31a,Q31b,Q31c,Q31d,Q32,Q33,Q34,Q35,Q36,Q37,Q38
3063460909,2/10/14 23:17,2/10/14 23:30,29,20-30,Asian American/Pacific Islander,F,USMC,Capt,United States of America,360,Operations Analysis,Graduate School of Operational and Information Sciences,NPS,Master,No,No,Lack of rooms and spaces to collaborate,Posted schedules on classrooms not accurate,Facilities are not adequate for collaboration,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Somewhat Agree,Strongly Agree,Strongly Agree,Small Lecture Hall with Stadium Seating,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Very Little,Not At All,Somewhat Well,Somewhat Well,N/A,Not At All,Very Little,Somewhat Well,Not At All,Somewhat Well,Very Little,Somewhat Well,Very Well,The ability to record classroom lectures,The ability to electronically write on whiteboards,The ability to project individual student laptops or other mobile device to screens throughout the classroom,,,,Electronic Whiteboard (smart-board),Electronic typed or handwritten real-time notes (such as written on a tablet and projected to the front of classroom),,,,,,Lecture accompanied by chalkboard/whiteboard notes,,,,,,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,N/A,2,3,1,4,2,1,3,5,Every time,N/A,,,,Email,SAKAI,,,,,Drop Box,,Professor's H:drive,A physical paper copy,,,,,,,Drop Box,Google Drive,,,No,It is difficult to access,Other methods such as Google Drive or Drop Box work better,Every professor has a different SAKAI layout and it's confusing,Never,It is difficult to access,Other methods such as Google Drive or Drop Box work better,I didn't know I had a personal drive,Yes,King Hall,,,,Laptop Computer,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Most of my classes are with the same students.,Yes,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Intermediate ( I am proficient in the technologies I own),7
3063456089,2/10/14 23:18,2/10/14 23:33,64,41+,White,M,,,United States of America,399,"Modeling, Virtual Environments & Simulation",Graduate School of Operational and Information Sciences,NPS,PhD,Yes,Yes,,,,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Somewhat Agree,Somewhat Agree,Neither Agree or Disagree,Small Lecture Hall with Stadium Seating,Innovative Customizable Classroom,Innovative Customizable Classroom,Somewhat Well,Very Well,Somewhat Well,Somewhat Well,Somewhat Well,Very Little,Somewhat Well,Somewhat Well,Somewhat Well,Very Well,Somewhat Well,Very Well,Somewhat Well,The ability to record classroom lectures,The ability to electronically write on whiteboards,The ability to project individual student laptops or other mobile device to screens throughout the classroom,The ability to video teleconference in the classroom,,,Electronic Whiteboard (smart-board),Electronic typed or handwritten real-time notes (such as written on a tablet and projected to the front of classroom),Video Tele-Conference (VTC),,,,Lecture accompanied by printed notes,,,,"In-class professor-led practical exercises (programming labs, physical labs, etc.)",,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree or Disagree,N/A,2,1,3,2,3,1,5,4,Seldom,Yes,,,,Email,SAKAI,,,,Professor's Web Site,,,Professor's H:drive,A physical paper copy,Email,SAKAI,,,,Professor's Web Site,,,Professor's H:drive,A physical paper copy,Yes,,,,Often,,,,Yes,Watkins Hall,,,,Laptop Computer,Somewhat Agree,Neither Agree or Disagree,Somewhat Disagree,Neither Agree or Disagree,Somewhat Agree,I seldom have class with the same students.,No,Neither Agree or Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Expert ( I am fluent in more than one coding language),10+
3063427660,2/10/14 23:03,2/10/14 23:25,39,36-40,Hispanic/Latinos,M,USA,MAJ,United States of America,683,Western Hemisphere,School of International Graduate Studies,NPS,Master,Yes,Yes,,,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Strongly Agree,Neither Agree or Disagree,Strongly Agree,Large Lecture Hall,Small Lecture Hall with Stadium Seating,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Somewhat Well,Very Little,Somewhat Well,Very Well,Very Little,Not At All,Very Well,Somewhat Well,Very Well,Very Well,Very Little,Very Well,Very Well,The ability to record classroom lectures,,The ability to project individual student laptops or other mobile device to screens throughout the classroom,,,,,Electronic typed or handwritten real-time notes (such as written on a tablet and projected to the front of classroom),Video Tele-Conference (VTC),,,Lecture accompanied by PowerPoint presentation,Lecture accompanied by printed notes,,,,"In-class professor-led practical exercises (programming labs, physical labs, etc.)",,Peer mentoring (stronger students help teach weaker students),Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,4,1,3,2,1,2,3,4,5,Frequently,Yes,,,,Email,SAKAI,,,,Professor's Web Site,,Google Drive,,,,,SharePoint,,,,,Google Drive,,,No,,Other methods such as Google Drive or Drop Box work better,Every professor has a different SAKAI layout and it's confusing,Sometimes,,,,Yes,Glasgow Hall,"Smartphone (examples include: iPhone, Android device)",,,Laptop Computer,Somewhat Agree,Somewhat Agree,Neither Agree or Disagree,Neither Agree or Disagree,Somewhat Disagree,Some of my classes are with the same students.,Yes,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Neither Agree or Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Neither Agree or Disagree,Somewhat Agree,Intermediate ( I am proficient in the technologies I own),4
3063426912,2/10/14 23:02,2/10/14 23:17,34,31-35,White,M,USMC,Capt,United States of America,370,Information Systems & Technology,Graduate School of Operational and Information Sciences,NPS,Master,Yes,No,Lack of rooms and spaces to collaborate,,Facilities are not adequate for collaboration,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,Somewhat Agree,Strongly Agree,Strongly Agree,Traditional Style Classroom,Innovative Customizable Classroom,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Very Well,Very Little,Very Little,Very Little,Not At All,Not At All,Very Well,Somewhat Well,Somewhat Well,Somewhat Well,Very Little,Very Little,Somewhat Well,,The ability to electronically write on whiteboards,The ability to project individual student laptops or other mobile device to screens throughout the classroom,,,,,Electronic typed or handwritten real-time notes (such as written on a tablet and projected to the front of classroom),,,,,,,,,,Previously recorded lectures prepared by professor,Peer mentoring (stronger students help teach weaker students),Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,2,1,3,4,4,5,3,1,2,Frequently,N/A,,,,Email,SAKAI,,,,,,,,A physical paper copy,,SAKAI,,,,,,,,,No,,Other methods such as Google Drive or Drop Box work better,Every professor has a different SAKAI layout and it's confusing,Rarely,,,I didn't know I had a personal drive,No,,"Smartphone (examples include: iPhone, Android device)",,"Tablet (examples include: iPad, Windows Surface, Kindle, etc)",Laptop Computer,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Most of my classes are with the same students.,Yes,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Intermediate ( I am proficient in the technologies I own),3
3063424570,2/10/14 23:01,2/10/14 23:25,34,31-35,White,M,USMC,Capt,United States of America,370,Information Systems & Technology,Graduate School of Operational and Information Sciences,NPS,Master,No,No,Lack of rooms and spaces to collaborate,,Facilities are not adequate for collaboration,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Somewhat Agree,Somewhat Agree,Strongly Agree,Large Lecture Hall,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Innovative Customizable Classroom,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Not At All,Not At All,Somewhat Well,Very Little,Somewhat Well,Somewhat Well,Somewhat Well,Very Well,Not At All,,The ability to electronically write on whiteboards,The ability to project individual student laptops or other mobile device to screens throughout the classroom,,,,Electronic Whiteboard (smart-board),Electronic typed or handwritten real-time notes (such as written on a tablet and projected to the front of classroom),,,,,,,Professor-led group discussion,,,,,Somewhat Agree,Somewhat Agree,Neither Agree or Disagree,Neither Agree or Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,1,2,3,N/A,1,5,4,2,3,Seldom,N/A,,,,,SAKAI,,,,Professor's Web Site,,,,A physical paper copy,,SAKAI,,,,Professor's Web Site,,,,,Yes,,,,Rarely,,Other methods such as Google Drive or Drop Box work better,,Yes,Glasgow Hall,,,"Tablet (examples include: iPad, Windows Surface, Kindle, etc)",,Neither Agree or Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Most of my classes are with the same students.,Yes,Somewhat Disagree,Somewhat Agree,Neither Agree or Disagree,Neither Agree or Disagree,Strongly Disagree,Somewhat Disagree,Neither Agree or Disagree,Strongly Disagree,Somewhat Disagree,Advanced ( I use coding enough to know I am not a programmer),3
3063418870,2/10/14 22:58,2/10/14 23:10,32,31-35,White,M,USN,LT,United States of America,682,"Far East, Southeast Asia, Pacific",School of International Graduate Studies,NPS,Master,Yes,Yes,,,,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Traditional Style Classroom,Traditional Style Classroom,Traditional Style Classroom,Somewhat Well,Somewhat Well,Somewhat Well,Very Little,Very Little,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,,The ability to electronically write on whiteboards,,,,,Electronic Whiteboard (smart-board),,,,,,,,,,,Previously recorded lectures prepared by professor,,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,4,3,1,2,1,3,4,5,2,Seldom,N/A,,,,Email,SAKAI,,,,,,,,A physical paper copy,,,,,,,,,,,Yes,,,,Often,,,,No,,,,,Laptop Computer,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Most of my classes are with the same students.,No,Neither Agree or Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,"Basic ( user of email, social media and basic software)",6
3063415223,2/10/14 22:56,2/10/14 22:59,28,20-30,White,M,USN,LT,United States of America,366,Space Systems Operations,Graduate School of Engineering and Applied Sciences,NPS,Master,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Strongly Agree,Strongly Agree,Strongly Agree,Large Lecture Hall,Small Lecture Hall with Stadium Seating,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3063393070,2/10/14 22:45,2/10/14 23:08,30,20-30,White,M,Navy,LTJG,Turkey,360,Operations Analysis,Graduate School of Operational and Information Sciences,NPS,Master,Yes,N/A,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Strongly Agree,Strongly Agree,Strongly Agree,Large Lecture Hall,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Innovative Customizable Classroom,Very Well,Very Well,N/A,Very Little,Somewhat Well,Very Little,Somewhat Well,Somewhat Well,Somewhat Well,Very Well,Somewhat Well,Very Well,Very Well,The ability to record classroom lectures,,The ability to project individual student laptops or other mobile device to screens throughout the classroom,The ability to video teleconference in the classroom,,,,Electronic typed or handwritten real-time notes (such as written on a tablet and projected to the front of classroom),,,,,,,Professor-led group discussion,,,Previously recorded lectures prepared by professor,Peer mentoring (stronger students help teach weaker students),Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,1,4,3,2,1,5,3,2,4,Seldom,No,It is difficult to access,Other methods such as Youtube work better,,Email,SAKAI,,,,,,,,A physical paper copy,Email,SAKAI,,,Wiki page,Professor's Web Site,,,,,Yes,,,,Sometimes,,,,Yes,Glasgow Hall,"Smartphone (examples include: iPhone, Android device)",,"Tablet (examples include: iPad, Windows Surface, Kindle, etc)",,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Most of my classes are with the same students.,Yes,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Neither Agree or Disagree,Strongly Agree,Advanced ( I use coding enough to know I am not a programmer),7
3063390312,2/10/14 22:44,2/10/14 22:53,36,36-40,Unknown,M,Navy,LCDR,Mexico,693,Combating Terrorism: Policy and Strategy,School of International Graduate Studies,NPS,Master,No,Yes,,,,No,No,Yes,No,,Yes,Yes,Yes,No,Yes,No,No,Yes,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Large Lecture Hall,Traditional Style Classroom,Small Lecture Hall with Stadium Seating,Somewhat Well,Very Well,Somewhat Well,Very Well,Somewhat Well,Very Little,Somewhat Well,Very Little,Very Well,Very Well,Somewhat Well,Very Well,Very Little,The ability to record classroom lectures,,The ability to project individual student laptops or other mobile device to screens throughout the classroom,,,,Electronic Whiteboard (smart-board),Electronic typed or handwritten real-time notes (such as written on a tablet and projected to the front of classroom),Video Tele-Conference (VTC),,,Lecture accompanied by PowerPoint presentation,,,Professor-led group discussion,,"In-class professor-led practical exercises (programming labs, physical labs, etc.)",,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Neither Agree or Disagree,Neither Agree or Disagree,Strongly Agree,Neither Agree or Disagree,2,1,3,4,2,3,4,1,5,Seldom,Yes,,,,Email,SAKAI,,,,,Drop Box,Google Drive,,,Email,,,,Wiki page,Professor's Web Site,Drop Box,,,,No,,Other methods such as Google Drive or Drop Box work better,Every professor has a different SAKAI layout and it's confusing,Rarely,,Other methods such as Google Drive or Drop Box work better,,No,,,,"Tablet (examples include: iPad, Windows Surface, Kindle, etc)",Laptop Computer,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Some of my classes are with the same students.,Yes,Somewhat Agree,Neither Agree or Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Advanced ( I use coding enough to know I am not a programmer),2
3063387531,2/10/14 22:42,2/10/14 23:03,36,36-40,White,F,USN,LCDR,United States of America,373,Meteorology and Oceanography (METOC),Graduate School of Engineering and Applied Sciences,NPS,Master,Yes,No,,,,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Somewhat Agree,Neither Agree or Disagree,Neither Agree or Disagree,Small Lecture Hall with Stadium Seating,Innovative Customizable Classroom,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Somewhat Well,Very Well,N/A,Very Well,Very Little,Very Little,Somewhat Well,Very Well,Very Well,Somewhat Well,Very Well,Very Little,Very Little,The ability to record classroom lectures,,The ability to project individual student laptops or other mobile device to screens throughout the classroom,,,,,Electronic typed or handwritten real-time notes (such as written on a tablet and projected to the front of classroom),,,,,,,,,,,,Somewhat Agree,Neither Agree or Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,N/A,3,2,1,2,5,3,4,1,Seldom,N/A,,,,,SAKAI,,,,,Drop Box,,Professor's H:drive,A physical paper copy,,SAKAI,,,,,,,,A physical paper copy,No,,Other methods such as Google Drive or Drop Box work better,,Often,,,,Yes,,"Smartphone (examples include: iPhone, Android device)",,,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree or Disagree,All of my classes are with the same students.,Yes,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Neither Agree or Disagree,Strongly Disagree,Strongly Disagree,Intermediate ( I am proficient in the technologies I own),5
3063349139,2/10/14 22:23,2/10/14 22:36,36,36-40,White,F,,,United States of America,837,Financial Management,Graduate School of Business and Public Policy,NPS,Master,No,Yes,,,,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Somewhat Agree,Somewhat Agree,Somewhat Agree,Small Lecture Hall with Stadium Seating,Small Lecture Hall with Stadium Seating,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Somewhat Well,Very Little,Very Little,Somewhat Well,Very Little,Very Little,Somewhat Well,Somewhat Well,Very Little,Somewhat Well,Somewhat Well,Very Little,Very Little,The ability to record classroom lectures,,,,,,,,Video Tele-Conference (VTC),,,,,,Professor-led group discussion,,,Previously recorded lectures prepared by professor,Peer mentoring (stronger students help teach weaker students),Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,4,3,2,1,2,3,4,5,1,Frequently,N/A,,,,Email,SAKAI,,,,,,,,,Email,SAKAI,,,,,,,,,Yes,,,,Rarely,,Other methods such as Google Drive or Drop Box work better,,Yes,Haligan Hall,"Smartphone (examples include: iPhone, Android device)",,,,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,All of my classes are with the same students.,No,Neither Agree or Disagree,Somewhat Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Somewhat Agree,Somewhat Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Intermediate ( I am proficient in the technologies I own),10+
3063335658,2/10/14 22:17,2/10/14 22:29,33,31-35,White,M,USMC,Maj,United States of America,699,Special Operations,Graduate School of Operational and Information Sciences,NPS,Master,Yes,Yes,,,,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Strongly Agree,Strongly Disagree,Strongly Agree,Small Lecture Hall with Stadium Seating,Small Lecture Hall with Stadium Seating,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Somewhat Well,Very Well,Very Well,Very Well,Somewhat Well,Not At All,Not At All,Very Well,Very Little,Very Well,Not At All,Very Well,Not At All,,,The ability to project individual student laptops or other mobile device to screens throughout the classroom,,,,,Electronic typed or handwritten real-time notes (such as written on a tablet and projected to the front of classroom),,,,,,,,,"In-class professor-led practical exercises (programming labs, physical labs, etc.)",,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,N/A,Strongly Disagree,Strongly Agree,N/A,N/A,1,2,2,5,4,3,1,Seldom,N/A,,,,Email,SAKAI,,,,,,Google Drive,,,Email,,,,,,,,,,Yes,,,,Never,,,I didn't know I had a personal drive,No,,,,,Laptop Computer,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree or Disagree,Strongly Agree,Most of my classes are with the same students.,No,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Intermediate ( I am proficient in the technologies I own),1
3063327100,2/10/14 22:13,2/10/14 22:22,42,41+,White,M,,,United States of America,570,Naval/Mechanical Engineering,Graduate School of Engineering and Applied Sciences,NPS,PhD,No,No,Lack of rooms and spaces to collaborate,,Facilities are not adequate for collaboration,Yes,Yes,,,,Yes,,,Yes,,,,,Strongly Agree,Neither Agree or Disagree,Neither Agree or Disagree,Large Lecture Hall,Small Lecture Hall with Stadium Seating,Traditional Style Classroom,Somewhat Well,Very Well,Very Little,N/A,Somewhat Well,Very Little,Somewhat Well,Somewhat Well,Very Well,Very Little,Very Little,Very Well,Very Little,,,The ability to project individual student laptops or other mobile device to screens throughout the classroom,,,Chalkboard/Whiteboard,,,,,,,,,Professor-led group discussion,,,,,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neither Agree or Disagree,Strongly Agree,3,4,1,2,3,5,4,1,2,Never,Yes,,,,Email,SAKAI,,,,,Drop Box,,,A physical paper copy,,SAKAI,,,,,,,,,Yes,,,,Often,,,,Yes,Watkins Hall,"Smartphone (examples include: iPhone, Android device)",,,Laptop Computer,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Some of my classes are with the same students.,No,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neither Agree or Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Advanced ( I use coding enough to know I am not a programmer),9
3063317973,2/10/14 22:09,2/10/14 22:20,38,36-40,White,M,USMC,Capt,United States of America,847,Manpower Systems Analysis,Graduate School of Business and Public Policy,NPS,Master,Yes,Yes,,,,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Neither Agree or Disagree,Neither Agree or Disagree,Somewhat Disagree,Large Lecture Hall,Small Lecture Hall with Stadium Seating,Traditional Style Classroom,Very Well,Very Well,N/A,Very Well,N/A,Somewhat Well,Very Well,Very Well,Very Well,Somewhat Well,Somewhat Well,Very Well,Very Well,,,The ability to project individual student laptops or other mobile device to screens throughout the classroom,,,,Electronic Whiteboard (smart-board),,,,,,,,,,,,,Strongly Agree,Strongly Agree,N/A,Somewhat Agree,Strongly Disagree,Neither Agree or Disagree,Somewhat Agree,Somewhat Agree,3,4,1,2,2,5,3,1,4,Seldom,N/A,,,,Email,SAKAI,,,,,,,,,Email,,,,,,,,,,Yes,,,,Rarely,,,,Yes,Library,,,"Tablet (examples include: iPad, Windows Surface, Kindle, etc)",Laptop Computer,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Most of my classes are with the same students.,Yes,Neither Agree or Disagree,Strongly Agree,Neither Agree or Disagree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree or Disagree,"Basic ( user of email, social media and basic software)",3
3063266300,2/10/14 21:46,2/10/14 21:55,29,20-30,White,M,USN,LT,United States of America,837,Financial Management,Graduate School of Business and Public Policy,NPS,Master,Yes,Yes,,,,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Somewhat Agree,Neither Agree or Disagree,Somewhat Agree,Large Lecture Hall,Small Lecture Hall with Stadium Seating,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Somewhat Well,Somewhat Well,Somewhat Well,Very Well,Very Little,Very Little,Somewhat Well,Very Well,Somewhat Well,Somewhat Well,Very Little,Very Well,Very Little,,The ability to electronically write on whiteboards,,,,,,,,,,,,,,,"In-class professor-led practical exercises (programming labs, physical labs, etc.)",,,Somewhat Agree,Somewhat Agree,,Somewhat Agree,,Strongly Agree,Somewhat Agree,Neither Agree or Disagree,1,2,4,3,1,5,3,2,4,Seldom,N/A,,,,Email,SAKAI,,,,,,Google Drive,,,,SAKAI,,,,,,,,,Yes,,,,Never,,,I didn't know I had a personal drive,No,,,,"Tablet (examples include: iPad, Windows Surface, Kindle, etc)",Laptop Computer,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Most of my classes are with the same students.,Yes,Neither Agree or Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Intermediate ( I am proficient in the technologies I own),3
3063255481,2/10/14 21:40,2/10/14 22:26,41,41+,Unknown,M,Marine Corps,Major,Uganda,699,Special Operations,Graduate School of Operational and Information Sciences,NPS,Master,Yes,No,Lack of rooms and spaces to collaborate,,,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Neither Agree or Disagree,Somewhat Agree,Strongly Agree,Innovative Customizable Classroom,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Very Well,Very Well,Somewhat Well,Very Little,Somewhat Well,Somewhat Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Somewhat Well,The ability to record classroom lectures,,The ability to project individual student laptops or other mobile device to screens throughout the classroom,The ability to video teleconference in the classroom,,,Electronic Whiteboard (smart-board),Electronic typed or handwritten real-time notes (such as written on a tablet and projected to the front of classroom),Video Tele-Conference (VTC),Printed materials,,,Lecture accompanied by printed notes,,Professor-led group discussion,Student-led group discussion,,,Peer mentoring (stronger students help teach weaker students),Neither Agree or Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,3,2,4,1,1,4,5,3,2,Every time,No,It is difficult to access,Other methods such as Youtube work better,,Email,SAKAI,,,,,,Google Drive,,,,SAKAI,,,,,,,,A physical paper copy,No,,,,Never,,,I didn't know I had a personal drive,No,,"Smartphone (examples include: iPhone, Android device)",,,Laptop Computer,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Some of my classes are with the same students.,Yes,Neither Agree or Disagree,Neither Agree or Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Intermediate ( I am proficient in the technologies I own),1
